127.0.0.1 - - [02/Sep/2022:09:54:09 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:45:00 +0900] "GET /main/emailcheck?member_email=tn3651wwww%40naver.com HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/joingo HTTP/1.1" 200 10282
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_css/t2_login.css HTTP/1.1" 200 11842
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/css/settings.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_css/style.css HTTP/1.1" 200 7295
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_css/hospital_detail.css HTTP/1.1" 200 4675
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_css/hospital_main.css HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_css/hospital_reserve.css HTTP/1.1" 200 3467
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_js/jQuery.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_css/shopDetailPage.css HTTP/1.1" 200 4094
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_css/hospital_reserve_lookup.css HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_css/t2_myPageCSS.css HTTP/1.1" 200 4468
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_js/login_checkJS.js HTTP/1.1" 200 3000
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_js/validCheck.js HTTP/1.1" 200 1530
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_js/board_comment.js HTTP/1.1" 200 5782
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_js/login_function.js HTTP/1.1" 200 7827
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_js/board.js HTTP/1.1" 200 1410
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_css/board.css HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:48 +0900] "GET /main/resources/t2_js/shop_function.js HTTP/1.1" 200 6383
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:49 +0900] "GET /main/js/jquery.themepunch.tools.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:49 +0900] "GET /main/js/jquery.themepunch.revolution.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:49 +0900] "GET /main/js/script.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:49 +0900] "GET /main/resources/t2_img/logo.jpg HTTP/1.1" 200 87031
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:49 +0900] "GET /main/js/jquery.counterup.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:16:46:49 +0900] "GET /main/favicon.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:46 +0900] "GET /main/css/settings.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:46 +0900] "GET /main/resources/t2_css/t2_login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:46 +0900] "GET /main/resources/t2_css/t2_myPageCSS.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:46 +0900] "GET /main/resources/t2_js/login_checkJS.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:46 +0900] "GET /main/resources/t2_js/login_function.js HTTP/1.1" 200 7766
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:46 +0900] "GET /main/js/jquery.themepunch.tools.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:46 +0900] "GET /main/js/jquery.themepunch.revolution.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:46 +0900] "GET /main/js/jquery.counterup.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:46 +0900] "GET /main/js/script.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/joingo HTTP/1.1" 200 10282
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/css/settings.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_css/style.css HTTP/1.1" 200 7295
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_css/hospital_main.css HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_css/hospital_detail.css HTTP/1.1" 200 4675
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_css/board.css HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_css/t2_login.css HTTP/1.1" 200 11842
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_css/shopDetailPage.css HTTP/1.1" 200 4094
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_js/login_function.js HTTP/1.1" 200 7766
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_js/jQuery.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_css/hospital_reserve_lookup.css HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_js/login_checkJS.js HTTP/1.1" 200 3000
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_css/t2_myPageCSS.css HTTP/1.1" 200 4468
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_css/hospital_reserve.css HTTP/1.1" 200 3467
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_js/board_comment.js HTTP/1.1" 200 5782
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_js/board.js HTTP/1.1" 200 1410
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_js/validCheck.js HTTP/1.1" 200 1530
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_js/shop_function.js HTTP/1.1" 200 6383
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/js/jquery.themepunch.tools.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/js/jquery.themepunch.revolution.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/js/script.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/js/jquery.counterup.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:49 +0900] "GET /main/resources/t2_img/logo.jpg HTTP/1.1" 200 87031
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:50 +0900] "GET /main/favicon.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:55 +0900] "GET /main/id.check?member_ID=mz HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:04:58 +0900] "GET /main/id.check?member_ID=mz1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:23 +0900] "GET /main/joingo HTTP/1.1" 200 10368
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/css/settings.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_css/t2_login.css HTTP/1.1" 200 11842
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_css/hospital_detail.css HTTP/1.1" 200 4675
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_css/style.css HTTP/1.1" 200 7295
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_css/hospital_main.css HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_css/hospital_reserve_lookup.css HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_css/hospital_reserve.css HTTP/1.1" 200 3467
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_css/board.css HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_css/shopDetailPage.css HTTP/1.1" 200 4094
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_js/jQuery.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_js/login_function.js HTTP/1.1" 200 7812
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_js/board.js HTTP/1.1" 200 1410
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_css/t2_myPageCSS.css HTTP/1.1" 200 4468
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_js/validCheck.js HTTP/1.1" 200 1530
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_js/login_checkJS.js HTTP/1.1" 200 3000
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:24 +0900] "GET /main/resources/t2_js/board_comment.js HTTP/1.1" 200 5782
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:25 +0900] "GET /main/resources/t2_js/shop_function.js HTTP/1.1" 200 6383
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:25 +0900] "GET /main/js/jquery.themepunch.tools.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:25 +0900] "GET /main/js/jquery.themepunch.revolution.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:25 +0900] "GET /main/js/script.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:25 +0900] "GET /main/js/jquery.counterup.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:25 +0900] "GET /main/resources/t2_img/logo.jpg HTTP/1.1" 200 87031
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:25 +0900] "GET /main/favicon.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:18:29 +0900] "GET /main/id.check?member_ID=mz100 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:32 +0900] "GET /main/joingo HTTP/1.1" 200 10381
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:32 +0900] "GET /main/resources/t2_css/hospital_detail.css HTTP/1.1" 200 4675
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:32 +0900] "GET /main/resources/t2_css/style.css HTTP/1.1" 200 7295
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_css/board.css HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_css/hospital_reserve_lookup.css HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_css/hospital_main.css HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_css/t2_login.css HTTP/1.1" 200 11842
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/css/settings.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_css/shopDetailPage.css HTTP/1.1" 200 4094
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_css/hospital_reserve.css HTTP/1.1" 200 3467
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_js/jQuery.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_css/t2_myPageCSS.css HTTP/1.1" 200 4468
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_js/login_function.js HTTP/1.1" 200 7812
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_js/validCheck.js HTTP/1.1" 200 1530
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_js/login_checkJS.js HTTP/1.1" 200 3214
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_js/board.js HTTP/1.1" 200 1410
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_js/board_comment.js HTTP/1.1" 200 5782
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_js/shop_function.js HTTP/1.1" 200 6383
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/js/jquery.themepunch.tools.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/js/jquery.themepunch.revolution.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/js/jquery.counterup.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/js/script.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/resources/t2_img/logo.jpg HTTP/1.1" 200 87031
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:33 +0900] "GET /main/favicon.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:20:38 +0900] "GET /main/id.check?member_ID=mz HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:21:03 +0900] "GET /main/id.check?member_ID= HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:21:08 +0900] "GET /main/id.check?member_ID=mz100 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:21:16 +0900] "GET /main/id.check?member_ID=mz100 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:21:25 +0900] "GET /main/id.check?member_ID=mz100 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:21:26 +0900] "GET /main/id.check?member_ID=mz100 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:21:27 +0900] "GET /main/id.check?member_ID=mz100 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:08 +0900] "GET /main/id.check?member_ID=mz100 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:10 +0900] "GET /main/id.check?member_ID=mz100 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:16 +0900] "GET /main/id.check?member_ID=mz100 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/joingo HTTP/1.1" 200 10381
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_css/hospital_detail.css HTTP/1.1" 200 4675
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/css/settings.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_css/hospital_main.css HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_css/t2_login.css HTTP/1.1" 200 11842
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_css/style.css HTTP/1.1" 200 7295
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_css/hospital_reserve_lookup.css HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_css/t2_myPageCSS.css HTTP/1.1" 200 4468
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_css/hospital_reserve.css HTTP/1.1" 200 3467
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_css/board.css HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_css/shopDetailPage.css HTTP/1.1" 200 4094
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_js/jQuery.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_js/validCheck.js HTTP/1.1" 200 1530
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_js/board.js HTTP/1.1" 200 1410
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_js/shop_function.js HTTP/1.1" 200 6383
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_js/login_function.js HTTP/1.1" 200 7812
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_js/login_checkJS.js HTTP/1.1" 200 3218
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_js/board_comment.js HTTP/1.1" 200 5782
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/js/jquery.counterup.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/js/jquery.themepunch.revolution.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/js/jquery.themepunch.tools.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/js/script.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:35 +0900] "GET /main/resources/t2_img/logo.jpg HTTP/1.1" 200 87031
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:36 +0900] "GET /main/favicon.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/joingo HTTP/1.1" 200 10381
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/css/settings.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_css/hospital_detail.css HTTP/1.1" 200 4675
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_css/t2_login.css HTTP/1.1" 200 11842
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_css/hospital_main.css HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_css/hospital_reserve_lookup.css HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_css/style.css HTTP/1.1" 200 7295
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_css/board.css HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_css/shopDetailPage.css HTTP/1.1" 200 4094
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_css/t2_myPageCSS.css HTTP/1.1" 200 4468
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_css/hospital_reserve.css HTTP/1.1" 200 3467
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_js/login_checkJS.js HTTP/1.1" 200 3218
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_js/board.js HTTP/1.1" 200 1410
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_js/validCheck.js HTTP/1.1" 200 1530
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_js/shop_function.js HTTP/1.1" 200 6383
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_js/login_function.js HTTP/1.1" 200 7812
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_js/jQuery.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_js/board_comment.js HTTP/1.1" 200 5782
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/js/jquery.themepunch.tools.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/js/jquery.themepunch.revolution.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/js/jquery.counterup.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/js/script.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/resources/t2_img/logo.jpg HTTP/1.1" 200 87031
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:37 +0900] "GET /main/favicon.png HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:30:40 +0900] "GET /main/id.check?member_ID=mz HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:31:30 +0900] "POST /main/joinDo HTTP/1.1" 500 5315
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:31:30 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/joingo HTTP/1.1" 200 10381
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/css/settings.css HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_css/style.css HTTP/1.1" 200 7295
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_css/hospital_main.css HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_css/board.css HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_css/shopDetailPage.css HTTP/1.1" 200 4094
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_css/t2_myPageCSS.css HTTP/1.1" 200 4468
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_js/jQuery.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_css/t2_login.css HTTP/1.1" 200 11842
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_js/validCheck.js HTTP/1.1" 200 1530
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_js/login_checkJS.js HTTP/1.1" 200 3222
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_js/board.js HTTP/1.1" 200 1410
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_css/hospital_reserve.css HTTP/1.1" 200 3467
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_js/board_comment.js HTTP/1.1" 200 5782
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_css/hospital_reserve_lookup.css HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_js/shop_function.js HTTP/1.1" 200 6383
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_css/hospital_detail.css HTTP/1.1" 200 4675
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:26 +0900] "GET /main/resources/t2_js/login_function.js HTTP/1.1" 200 7812
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:27 +0900] "GET /main/js/jquery.themepunch.tools.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:27 +0900] "GET /main/js/jquery.themepunch.revolution.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:27 +0900] "GET /main/js/jquery.counterup.min.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:27 +0900] "GET /main/js/script.js HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:27 +0900] "GET /main/resources/t2_img/logo.jpg HTTP/1.1" 200 87031
0:0:0:0:0:0:0:1 - - [02/Sep/2022:17:32:27 +0900] "GET /main/favicon.png HTTP/1.1" 404 721
